Test Name,Test ID,Algorithm Name,Degree,timeIntervalSizeSec,segmentSizeSec,Tmin Factor,numberOfPointsPerSegment,initialNumberOfPoints,Number of Points,runTimeSec,runTimeMicro,numberOfIterations,avgTimeMicro,minTimeMicro,TCA Distance,TCA Time,TOLd,TOLt
CALSPHERE 1             _STARLETTE               ,45,ANCAS,15,1209600.000000000000000000000000000000,3125.166718511277395009528845548630,0.500000000000000000000000000000,16,5806,5803,0.010134999999999999911737269542,10135.000000000000000000000000000000,1,10135.000000000000000000000000000000,10135.000000000000000000000000000000,102.554229668370297190449491608888,377349.857449960953090339899063110352,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _JAS-2 (FO-29)           ,46,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.010179999999999999812927420351,10180.000000000000000000000000000000,1,10180.000000000000000000000000000000,10180.000000000000000000000000000000,104.072930849431216415723611135036,112917.101613041741074994206428527832,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _MAROC-TUBSAT            ,47,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.010030999999999999985900167587,10031.000000000000000000000000000000,1,10031.000000000000000000000000000000,10031.000000000000000000000000000000,7.313094263835016484165407746332,1138194.797539358260110020637512207031,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _COSMOS 2407             ,48,ANCAS,15,1209600.000000000000000000000000000000,3139.085656837788974371505901217461,0.500000000000000000000000000000,16,5776,5773,0.010083999999999999214184143170,10084.000000000000000000000000000000,1,10084.000000000000000000000000000000,10084.000000000000000000000000000000,5981.392512706364868790842592716217,1207306.296312519581988453865051269531,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _COSMOS 2414             ,49,ANCAS,15,1209600.000000000000000000000000000000,3112.938325522645300225121900439262,0.500000000000000000000000000000,16,5821,5818,0.010177000000000000282107670557,10177.000000000000000000000000000000,1,10177.000000000000000000000000000000,10177.000000000000000000000000000000,43.347658184789345625631540315226,527992.396690356428734958171844482422,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _SPIRALE A               ,50,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.012142999999999999280464457740,12143.000000000000000000000000000000,1,12143.000000000000000000000000000000,12143.000000000000000000000000000000,4380.962077986916483496315777301788,1199396.718919555656611919403076171875,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _SPIRALE B               ,51,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.012182000000000000120015108962,12182.000000000000000000000000000000,1,12182.000000000000000000000000000000,12182.000000000000000000000000000000,508.744133700956695065542589873075,944208.047161571448668837547302246094,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _YAOGAN 9A               ,52,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.010266000000000000819122547568,10266.000000000000000000000000000000,1,10266.000000000000000000000000000000,10266.000000000000000000000000000000,159.135742863260503554556635208428,193837.357148092181887477636337280273,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _YAOGAN 9B               ,53,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.010281000000000000207944772512,10281.000000000000000000000000000000,1,10281.000000000000000000000000000000,10281.000000000000000000000000000000,147.021864397374287136699422262609,250427.916498826001770794391632080078,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _YAOGAN 9C               ,54,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.010274999999999999411581796949,10275.000000000000000000000000000000,1,10275.000000000000000000000000000000,10275.000000000000000000000000000000,121.398711562981674205730087123811,849467.671229441533796489238739013672,0.000000000000000000000000000000,0.000000000000000000000000000000
