Test Name,Test ID,Algorithm Name,Degree,timeIntervalSizeSec,segmentSizeSec,Tmin Factor,numberOfPointsPerSegment,initialNumberOfPoints,Number of Points,runTimeSec,runTimeMicro,numberOfIterations,avgTimeMicro,minTimeMicro,TCA Distance,TCA Time,TOLd,TOLt
CALSPHERE 1             _STARLETTE               ,1,ANCAS,15,1209600.000000000000000000000000000000,3125.166718511277395009528845548630,0.500000000000000000000000000000,16,5806,5803,0.006425000000000000155431223448,6425.000000000000000000000000000000,1,6425.000000000000000000000000000000,6425.000000000000000000000000000000,102.554229668370297190449491608888,377349.857449960953090339899063110352,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _JAS-2 (FO-29)           ,2,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.006393000000000000244970710384,6393.000000000000000000000000000000,1,6393.000000000000000000000000000000,6393.000000000000000000000000000000,104.072930849431216415723611135036,112917.101613041741074994206428527832,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _MAROC-TUBSAT            ,3,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.006309000000000000371591646342,6309.000000000000000000000000000000,1,6309.000000000000000000000000000000,6309.000000000000000000000000000000,7.313094263835016484165407746332,1138194.797539358260110020637512207031,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _COSMOS 2407             ,4,ANCAS,15,1209600.000000000000000000000000000000,3139.085656837788974371505901217461,0.500000000000000000000000000000,16,5776,5773,0.006318999999999999964139796305,6319.000000000000000000000000000000,1,6319.000000000000000000000000000000,6319.000000000000000000000000000000,5981.392512706364868790842592716217,1207306.296312519581988453865051269531,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _COSMOS 2414             ,5,ANCAS,15,1209600.000000000000000000000000000000,3112.938325522645300225121900439262,0.500000000000000000000000000000,16,5821,5818,0.006400000000000000306699110553,6400.000000000000000000000000000000,1,6400.000000000000000000000000000000,6400.000000000000000000000000000000,43.347658184789345625631540315226,527992.396690356428734958171844482422,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _SPIRALE A               ,6,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.007616999999999999639010983543,7617.000000000000000000000000000000,1,7617.000000000000000000000000000000,7617.000000000000000000000000000000,4380.962077986916483496315777301788,1199396.718919555656611919403076171875,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _SPIRALE B               ,7,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.007649000000000000416833234596,7649.000000000000000000000000000000,1,7649.000000000000000000000000000000,7649.000000000000000000000000000000,508.744133700956695065542589873075,944208.047161571448668837547302246094,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _YAOGAN 9A               ,8,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.006447999999999999738709011154,6448.000000000000000000000000000000,1,6448.000000000000000000000000000000,6448.000000000000000000000000000000,159.135742863260503554556635208428,193837.357148092181887477636337280273,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _YAOGAN 9B               ,9,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.006433000000000000349886786211,6433.000000000000000000000000000000,1,6433.000000000000000000000000000000,6433.000000000000000000000000000000,147.021864397374287136699422262609,250427.916498826001770794391632080078,0.000000000000000000000000000000,0.000000000000000000000000000000
CALSPHERE 1             _YAOGAN 9C               ,10,ANCAS,15,1209600.000000000000000000000000000000,3142.170959636162024253280833363533,0.500000000000000000000000000000,16,5761,5758,0.006461999999999999862165811493,6462.000000000000000000000000000000,1,6462.000000000000000000000000000000,6462.000000000000000000000000000000,121.398711562981674205730087123811,849467.671229441533796489238739013672,0.000000000000000000000000000000,0.000000000000000000000000000000
